Username,Review Text,Rating
facundo_yo,amigo estoy en otro plano,90
finnegan,"Unironically revolutionary. It's rare that a single album comes out of the blue and creates a genre the way that this one did. There was KINDA hyperpop before 1000 gecs, but I'd bet that 99% of people who know the word 'hyperpop' would not know it if this album had not come out. This albums full impact has only just began to show.",92
Nautalcrtzsm64,🟢🟢Fav Track: money machine,70
call0b,"It may sound like Siri doing a Joe Pasquale impression, but 100 Gecs show here that they are one of the most daring artists to hit the mainstream in a while. And while others are working tirelessly for similar levels of acclaim, Gecs are doing it while making songs with names like ‘stupid horse’.",73
danielphan1820,"Well just like many other listeners on here this album grew on me A LOT !! Though I have to say that 'I Need Help Immediately' sounds like someone smashing their keyboard of random sound samples and calling it a day. At least I can sense a purpose in 'gecgecgec'. This would've been a tight project without that track.
1. 745 sticky - 10/102. money machine - 9/103. 800db cloud - 7/104. I Need Help Immediately - 1/105. stupid horse - 9.5/106. xXXi_wud_nvrstøp_ÜXXx - 9.5/107. ringtone - 10/108. gecgecgec - 7/109. hand crushed by a mallet - 8.5/1010. gec 2 Ü - 8.5/10",80
fuckturtles,one of my all time favorite albums. really pushes limits of a lot of people and that's why it's just so beautifully weird. you can always expect something insane but you never really know.,96
luferazz,muito divertido,80
kososanity,Shoutout to MC Ride for giving me a high tolerance for sounds which sound like concussion,50
Plaintive,"I need help.IMMEDIATELY.
This album is fucking nuts, and I love it for that reason. It's short and to the point, but I have so much fun listening to it. As most people were, I was very hesitant to check these two out, because I thought money machine and stupid horse were just shitposts. But I heard 745 sticky, and the bass drop in the track changed my whole outlook on the gecs. Yeah, it's kind of a shitpost. But it also kinda slaps for how wild of a sound combination it creates. I view this album as a comedy album, to laugh with it at how absurd the production is. Although I'd be lying if some moments weren’t unironically good to me, such as hand crushed by a mallet. That song is legitimately amazing and I'm shocked at how much I love it.",85
DahGraham,"This music makes me shake, by far my favorite hyperpop album
FAV TRACKS: 745 sticky, money machine, 800db cloud, stupid horse, xXXi_wud_nvrstøp_ÜXXx, ringtone, hand crushed by a mallet, gec 2 Ü
LEAST FAV TRACKS: I Need Help Immediately",87
Grxy_Nuggets,"This is so goddamn stupid, just like my humor, therefore I enjoy.",78
limaoofrutinha,"a ANGÚSTIA jovem EXPLODE com o abuso de autotune, graves estourados e sensibilidade pop-punk. A colaboração definitiva de dois dos artistas mais seminais da nova geração. Cru e incontornável.",100
korn,gec gec gec gec goc goc goc gocblood rush to my head lit hot lockpoppin' off the fuckin' block knotclockin' wrist slit watch bent thought bot,80
skyhasit,not something I'd listen to a lot but it is a pretty fun listen with a few duds.,50
talubia,goes hard,80
MASSIVELEGEND,the best thing about this album is that its only 20 mins long. honestly though I dont think this album is for me at all,33
bags,"Absolutely delicious. It might seem like I'm joking but everytime I hear ""1000 gecs"" I get really emotional. I only notice that the album is ending when the last track is playing.",85
KKFluchshie,электропердёж от наркоши и трансухи для альт тиктокеров,34
Kanyee,uuuuuuhhhhhmmmm,69
Rakirakrak,"You either like this album or don’t, but it’s not a boring album",70
ellpz,!!!!!!!!!gecgecgecgecgecgec!!!!!!!!!!!!!!!gecgecgecgecgecgec!!!!!!!!!!!!!!!gecgecgecgecgecgec!!!!!!!!!!!!!!!gecgecgecgecgecgec!!!!!!!!!!!!!!!gecgecgecgecgecgec!!!!!!!!!!!!!!!gecgecgecgecgecgec!!!!!!,92
culomerdozzo,I guess I just don't get it.,44
Rumple,This was a beautiful experience from start to finish. I've not had so much fun listening to an album in a long time.,90
IDKYOV5,"this is so weird, i love it: the album
Best Songs: stupid horse, xXXi_wud_nvrstøp_ÜXXx, money machine
Worst Song: I Need Help Immediately",80
Jan_pp,"I really like the more poppier songs like ringtone, money machine and stupid but flr the other tracks (besides hand crushed by a mallet) i couldnt care much especially for the dubstep sounding ones.",70
scoutcoker,"music that my parents heard and said ""am i officially out of touch now? is this what the kids are listening to?""",82
colejaeger,a classic,97
ONETRICKPONY,"❝ YOU CAN CALL ON ME, ANYTIME AND I'M RUNNING HOME FROM YOU ❞─────────
- A SHORT REVIEW ON 100 GECS. YOU ALREADY KNOW WHO THEY ARE, THEY ARE THE INVENTORS OF HYPERPOP, THE CREATORS OF THE WORST GENRE EVER. NOTORIOUS FOR SOME OF THE SONGS HERE LIKE ❝ money machine ❞ AND ❝ stupid horse ❞, BEAUTY CAN BE FOUND IN THE MOST GOOFIEST OF LYRICS. ❝ 800db cloud ❞ and ❝ xXXi_wud_nvrstøp_ÜXXx ❞ ARE GOOD EXAMPLES OF THE CRAZY SHIT THEY CAN DO. EVEN THOUGH I GIVE THIS A FAIRLY MEDIUM SCORE, I AM A HUGE FAN OF WHAT THEY CAN DO NEXT. THE SINGLE THEY PUT OUT FOR THEIR NEW ALBUM AND THE LEAKS IVE HEARD FROM LIVE SHOWS HAVE BEEN ACTUALLY FUCKING BONKERS, IF ANYTHING THIS ALBUM WAS JUST THE START OF WHAT THESE 100 GECS CAN DO. ❝ gec 2 Ü❞ IS NUTS BY THE WAY. THE ENDING IS FANTASTIC.
─────────
- 100 GECS IS THE ALBUM FOR PEOPLE WHO DON'T WANT TO THINK. INFECTIOUS FUN CLOUDED IN SOME FILLER TRACKS
+ 800db cloud. xXXi_wud_nvrstøp_ÜXXx, gecgecgec, money machine, 745 sticky, gec 2 Ü- ringtone, hand crush by a mallet, I Need Help immediately
75/100",75
Faur,theres no way theres that many gecs,69
adeeb228,I thought this album was fkn garbage but then I opened my eyes to real music,80
Yking316,Made me a Bisexual,75
jcksflt106,It's like that one food that you absolutely hate but you can't stop eating it because it's so badLike expired milk that's still *just barely* drinkable The opener sounds like someone tried to replicate OK Overture by AJR but all they had was a free trial of an online DAWIt's so bad that it's half-decent,2
Jroseboom,"If you gave Skrillex a Percocet, 12 Redbulls, and a bunch of weird sample packs, you’d get this.
No but fr, if you can get past the strange noise, abrupt changes, and general strangeness, this is a cool listen at the very least.",71
blademaw,"Divisive, as all good art should be.",75
MAN,gec gec gec gec gec gec gec.,70
ziekend,"Hyperpop is hit or miss. This is a hit.
90, I love it",90
abbymorn,"745 sticky - i actually rlly dig this. haven't listened to that much hyperpop but i rlly like the beat, and u can tell the difference in the voices. ending caught me off guard, not hugely a fan of how chaotic it is.money machine - MYFRIENDSREFERENCETHISALLTHETIME. the beat is sick. the chorus felt a lil chaotic, but i liked it. okay i feel like im not gonna be a huge fan of the endings on this album lmao.800 db cloud - the chorus just was not my fav? too much chaos. the verses were def my favorite. again abt the endingI Need Help Immediately - okay mario vibes? why did i vibe w that one.stupid horse - MYFRIENDHASBEENPLAYINGTHISONREPEATANDIDIDN'TKNOWITWASTHEM. i like this one!!! def fun, not my usual taste but ive barely to hyperpop in general sooooo.....xXXi_would_nvrstøp_ÜXXx - GOD THE CHORUS WAS SO GOOD UNTIL THE FUCKING ELECTRONIC CAME IN, although the chill electronic on the verse was great. THE EDNINGSOUNDS GREAT!!!!!!ringtone - vibes. just vibes. the bridge is building up and then went to chill again. loved that, UGH THE FAST BEATS!!!! DUDE THIS IS A VIBE. gecgecgec - hi welcome back to mario vibes. it swtiches so chaotically. def a meme song, gecgecgecgecgeeeeeeeeec. wait it completely changes into a diff song. holy shit wait vibes. hand crushed by a mallet - VIBES. VIBES. THIS IS GOOD. j:FEP:KD<S RHW SEOP THE BEAT DROP SO GOOD. THIS SLAPSgec 2 Ü - v chill. i like this as an ending track for sure. thought my phone was actually buzzing lmao. i don't see this as an album closer tho :(. ending got chaotic again, i think i would've have liked it if it didn't speed up ngl.
Saved Songs: money machine, I Need Help Immediately, stupid horse, ringtone, gecgecgec, hand crushed by a mallet.overall thoughts: this is a good album ngl. just some of it isn't for me, but ik other ppl will like it! def some songs i was surprised i liked (gecgecgec, I Need Help Immediately), don't knock it until u listen to it.",60
Drogon7102,"It only gets that 1 point for stupid horse having decent instrumentals. Every other element on this album I absolutely despise. I never actually cringe at sound of music, but this managed to do it... that's not even taking into account the ear rape squeals that are in every single song. Gecgecgec is the worst piece of noise ever recorded, how is that song enjoyed by anyone?",1
Ethanratesmusic,The future of hyper pop,85
merduardo,"gecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgecgec
fav tracks: 800 db cloud, stupid horse, money machine, ringtone e xXXi_wud_nvrstøp_ÜXXxleast fav: Nenhuma",70
Maretas,F??CK YEAH!!!!,96
SeymourButz,It’s ok,90
javierlobe,"Dylan Brandy y Laura Les forman un dúo americano experimental cuyo trabajo me recuerda al de PC Music (de hecho A. G. Cook les ha hecho algún remix). Tras un pequeño EP de 13 minutos en 2016, presentaron el pasado mayo un pequeño disco de 23 minutos muy divertido:
1. 745 sticky ★ El comienzo del disco me recuerda al de ’Next Level Charli’ de Charli XCX (producida también por A. G. Cook). Lo más destacable es el efecto de voces distintas: en lugar de participar un dúo en la canción, parece que hay muchos más personajes involucrados (de hecho Dylan canta sobre poder con todo y sobre no poder con nada con voces distintas). Cuando se aproxima el final de la canción un hay éxtasis instrumental fantástico.2. money machine ☆ Este fue el primer single y, tras la anterior, me parece una canción bastante simplona. Laura es la que más canta en ella y comienza siendo divertida: “hey mierdecilla, ¿te crees guay? Tus brazos son muy cuquis, parecen cigarrillos. Apuesto a que podría fumarte y te encantaría"".3. 800db cloud ☆ Esta canción me ha parecido una especie de canción de banda pop adolescente y noventera con una producción llevada al extremo. El final es lo que menos me ha convencido, un poco death metal. Aquí hablan de la marihuana que se fuman por un mal de amores.4. I Need Help Immediately ☆ Aquí parecen estar bajo los efectos de la marihuana. Es un interludio muy corto y prácticamente instrumental, tan experimental como sinsentido.5. stupid horse ★ Por lo que he leído, escribieron esta canción como crítica al capitalismo y en ella se lamentan de apostar dinero a un caballo perdedor de carreras. Frustrados, pegan al jinete del caballo, le roban el teléfono y huyen con el corcel. Me ha parecido mucho más adictiva que las anteriores. Algunos medios la comparan con la cabecera de la serie de Scooby Doo, interpretada por Simple Plan (a este feeling me refería yo antes).6. xXXi_wud_nvrstøp_ÜXXx ★ Resulta una canción muy trance de los 00s, y la letra es una carta de amor. Me encanta que mezclen géneros y jueguen tanto con las tomas de voz.7. ringtone ★ Esta canción tiene para mí el estribillo más adictivo de todos. Laura canta que en su móvil suena una melodía personalizada para cuando la llama su chico. Cuando termina la canción, Dylan confiesa que ha terminado aborreciendo ese tono de llamada.8. gecgecgec ☆ Otro instrumental demasiado experimental. Debe resultar muy divertido hacer esto en un estudio, probar y probar y terminar creando una producción así. En ella Laura recuerda a su pareja que aunque él pueda contar con ella es tan humana como el resto y no puede prometerle un bienestar infinito.9. hand crushed by a mallet ☆ Al parecer, lo de hacer música tranquilamente es un talento innato en Laura que provoca mucha frustración en otros. Creo que es la más aburrida de todas.10. gec 2 Ü ★ Creo que terminan el disco hablando de su relación y lo importantes que resultan el uno para el otro. Es la canción más larga del disco (de sólo 3:18), y lo más emocionante es el cierre.
Conclusión: seguramente escuche algunas canciones de este disco cuando necesite un subidón. Aunque nada me suene a nuevo, sí que me suena atractivo. La producción me ha parecido una aventura envidiable y adictiva, aunque dada su duración, su intención y su género, le encuentro más sentido como experimento que como álbum al uso.",60
taylorjudas,whoever doesn't like this is soulless,88
VaYaX,"Favourite tracks: xXXi_wud_nvrstøp_ÜXXx, hand crushed by a mallet",85
FritoRio,"Man, how do y’all like this",30
TheNapster05,"Alvin and The Chipmunks
Really Great 7.5 / 10",75
landlalt,Me when 200 gecs:,68
thamostonres,good,95
kapicar,"Maybe I'll appreciate gecs later, but so far it feels like some weird mix between death grips, sophie and childish melodies...",58
kickflip4jesus,"this album is pure chaos. and though i can see why some would hate it, i absolutely love it. and honestly i have difficulty finding the words to explain why. its a strange, chaotic mash of genres ranging from Nightcore, Dubstep, Ska, Trap, Pop, Emo, Hip Hop, the list goes on. its as if you combine several foods that sound unlikely to be good together but turns out to be amazing. now this approach to making an album definitely has been done before (a simple search of the term Hyperpop will prove this), i think the duo really pushed this style to a new limit that im honestly excited to see what its future holds. and with something as experimental as it is, there were certain songs that really missed for me, but the ones that didnt miss honestly make up for it, and if they didnt have the tracks that missed on here, i easily would have given this a 100. i like it that much.
fav songs: money machine, 800 db cloud, stupid horse, xXXi_wud_nvrstøp_ÜXXx, ringtone, hand crushed by a mallet, gec 2 Ü
least fav songs: 745 sticky, I Need Help Immediately, gecgecgec",85
BleachOnMyShirt,"Extremely hit or miss, but far more hits than misses. Money Machine and 800db Cloud are difficult to listen to without bopping your head and get you hyped up like nothing else. My main problem with this album is that I don't see myself returning it in full for a while, but I do return to individual songs all the time.",64
tadpoleatnight,better than neutral milk hotel,75
arranf_98,"An extreme improvement on the self-titled EP. This record is just incredibly fun, incredibly exciting, and incredibly unique. I've never heard anything like this but i absolutely love it. This album is just extreme joy. The production on it is through the roof and is just so exciting to listen to every second of it. The strange interludes felt slightly unnecessary to me and that is what makes the album score not in the 90's for me. The vocal performances on this album are also incredible. There's so much to love on here, everyone should at least give it one listen. My favourite tracks include 'hand crushed by a mallet,' 'stupid horse,' and 'ringtone.'",88
graceu,stupid bitch i just fell onto the pitch,85
Dash,"This is one golden shitpost. An album that sounds like The Insufferable Need To Fart: The Album (nightcore edition) but at the same time is as chaotically beautiful as it is annoying
Color: GreenRating: 3.50/5.00",70
lilconx,This bops IDC what anyone says,70
Nimbos,Don't be a piss baby,90
Klyinnix,"100 gecs came together to produce one of the wackiest, weirdest, yet funkiest glitch pop album 2019 had to offer. Every track feels like its own adventure yet a similar noticable theme is present, and keeps your attention track after track if you find yourself hooked from the first one. Shout out to 'xXXi_wud_nvrstøp_ÜXXx' taking me all the way back to 2010.",60
Flynn,stupid horse and hand crushed by mallet are some of the best songs of 2019,86
AqueousRook9363,Penis music but awesome.,89
aisatsana102,FAV TRACK: stupid horse,80
Melancoholic,Nice.,75
idknidgaf,"a great infusion of genres and sounds, breaking and redefining genre barriers. sometimes the experimental sound feels a bit lackluster as the duo seems to just throw together some strange sounds to create an aesthetic, like in ""i need help immediately"" and ""gecgecgec"". but, aside from these two tracks, the project is really good and feature some of the best songs of 2019. 
my favourite tracks: ringtone, 745 sticky, money machine. my least favourite tracks: gecgecgec, i need help immediately, stupid horse.",80
Miker03,"Music of the Internet Age
Music that embodies the sound of the modern internet. PC Music at its finest. The album captures pure happiness and thrill in its short run time. One of the most fun listens to an album I’ve ever had. The bass is killer, the vocal distortion is fun, the production and speed of the album makes it special. How it can jump in between genre to genre in 2 minutes is something unique unlike any album I’ve ever heard. It feels like sprinting through the streets of downtown Chicago on hella molly. I love 100 gecs and they are the future of pop as much as we hate it.",82
Egufgasd,"Mind blowing. The combinations of different styles and sounds on here is amazing. From 8bit game like music to noisy-black metal to nightcore. This is peak of music. Its the META of music. One of the most unique experiences ever. The wacky, parody like lyrics of current trends complement the instrumentals. A lot. Every song is memorable and a masterpiece. Can't recommend this enough. Please listen to it!",100
scorpi,"Original Score: 74
EDIT after an entire fucking year: It grows on me like a fucking cancer. Slowly.",68
conxdemixta,I think it's the weirdest and most funny record i've ever listened.,90
Sigh99,★★★★★,100
rodrowdy,"this is repetitive AF, but its not boring, i guess",69
kumi,tree,70
DaddyxNature,Holy shit I just went on a journey,100
tlvi,"One of the worst albums I've ever listened. And I've listened to a shit-ton of crap in my entire life.
Wake me up when this meme is over.",30
balakei,"In most songs there are parts that I really like a lot, and parts that I just straight up don't like. The best parts here are incredible, but the worst parts are annoying and stupid. I understand the people that really love this album, and I also understand the people that really don't like this album at all.",78
pahcy,"probably amazing, maybe terrible",75
bluquill,"this entire record is just plain fun. On my first listen, I thought it was way too weird for me, but I felt the urge to try it again. Before long, I had listened to the album 20 times and I still can't get enough. 100 gecs takes a lot of nostalgic sounds and genres and mixes them all together to create something new and incredibly enjoyable. While I feel very positively about the album, I didn't really enjoye the first section of gecgecgec. It feels like there just so much thrown into that small section just for the sake of having it there. Anyways, the album is great and I'm so glad I found it.
▲: hand crushed by a mallet, money machine, 745 sticky, ringtone, 800 db cloud ■ : gecgecgec▼: I Need Help Immediately",85
RubemOne,what?,87
JURI,sucks and slaps at the same time,75
Getoutdakitchen,"I finally listened to this meme of an album. It's one of the weirdest albums in recent year, just because it's a mix of every genre on the planet. These guys definetely know how to throw you off with a noisy breakdown out of nowhere, some of the songs are just insane and unstructured, while others are pretty well though out. If you (for some weird reason) love nightcore, you'll love the energetic high pitched vocals on this album, instrumentally it's really nice. While all over the place and overblown to oblivion, the beats sound crisp and they always slap. I really just though of this album as a shitpost for a long time, but I'm happy to say that it's actually a well done and fun shitpost!Favourite Tracks: 745 sticky, money machine, 800 db cloud, stupid horse, ringtone, hand crushed by a malletLeast Favourite Track: gec 2 U",71
syakirinno,I was kinda scared most of the times and was really confused too but I did enjoy it tho :/,75
NotTheBest,Its sooooooo weird but soooooo good.,80
AhmedYZY,Meh.,71
LucasGamaLeite,"I don't know why I liked it so much.
1. 745 sticky | 10/102. money machine | 10/103. 800db cloud | 5/104. I Need Help Immediately | 8/105. stupid horse | 10/106. xXXi_wud_nvrstøp_ÜXXx | 10/107. ringtone | 7/108. gecgecgec | 7/109. hand crushed by a mallet | 10/1010. gec 2 Ü | 10/10
Final score: 8.7/10",87
ilikepizza,ahh yess fnaf nightcore,100
abdellahreviews,i love this as much as i hate it,85
Pal,"62 -> 80 - > 87
Edit 1:Yep. These dudes are way ahead of their time.
Edit 2: This is a classic.",87
thomasladder,I mean how can you not fucking love this. This shit is awesome.,90
POOBAND,its a little hard writing this review because im listening the yummy country remix so i can review it next and its total ass so sorry.,80
Bluejay101,wtf i love it lol,88
yunglai2001,1. 745 sticky --- 63/1002. money machine --- 60/1003. 800 db cloud --- 65/1004. I Need Help Immediately --- 0/1005. stupid horse --- 43/1006. xXXi_wud_nvrstøp_ÜXXx --- 60/1007. ringtone --- 52/1008. gecgecgec --- 38/1009. hand crushed by a mallet --- 61/10010. gec 2 Ü --- 58/100,50
logan728,gecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgecgecgecgegcgec,80
Benci,good shitpost,70
otokonokotoko,this is literally just nightcore death grips,60
casualmosher,"1000 Gecs is what you get if roll Sleigh Bells' Treats, soundcloud rap, industrial music, punk, & EDM into a blunt and smoke it. One of the most unique soundscapes created in 2019. They bolstered it with lyrics that really speak to a younger generation that grew up with the internet. It's a rare album that truly captures the hectic & manic nature of modern life. It's one of the most promising music debuts from 2019, Gecs have the opportunity to be the voice of generation as they move forward.
Best Tracks: money machine, ringtone, 745 Sticky, Stupid Horse, 800db cloud, hand crushed by a mallet, xXXi_wud_nvrstop_UXXx,",88
freckledfreako,It makes me uncomfortable but sometimes thats pretty good.,70
JonathanG09,This lit.,78
oregonduck,"Original Score: 89
1. 745 sticky (7/10)2. money machine (8/10)3. 800db cloud (8/10)5. stupid horse (10/10)6. xXXi_wud_nvrstøp_ÜXXx (10/10)7. ringtone (9/10)9. hand crushed by a mallet (10/10)10. gec 2 Ü (8/10)
Median: 85",85
Zorark,STUPID HORSE,87
officialjabiz,most fun album i've ever heard,98
Jbrown765,1000 gecs is constantly laughing at itself and everything else. The dedication to the joke doesn't make the album good but it does make it interesting.,63
TorranceONGOD,i hate that i like this,91
CondorStrike,"A perfect album. 
I hated this at first. I thought it was just obnoxious noise, but no; this is the most interesting music I've heard in my entire life. I play this album practically everyday, and it never gets old.
The gecs will conquer the world. Take the gec pill, you won't regret it.",100
Thom_Porke,guys I don't like 100 gecs I promise,75
elextranodpl,"No les voy a mentir, debe ser de los peores álbumes que escuché.
Y no por intentar algo a lo que no llegaron. 100 gecs hizo un disco muy experimental, quizás demasiado. Se pasaron de la linea, hacia algo demasiado feo, oscuro y totalmente disonante. De ser esto un álbum comedia (lo cuál no me sorprendería), entonces lo lograron, me dio mucha risa pensar que a eso ha llegado la música. No digo que esto sea malo, de cualquier manera. Es algo innovador y que no he escuchado nunca, pero sin dudas no es de mi agrado y salvo por ""ringtone"" no lo volvería a escuchar.",40
woipink,shit ive just been gecd,92
PASSTHEauxCORD,"With a style so unique yet so likable, gecs put their best foot forward when putting out their debut. Fun, unique, boundary-pushing, what more could you want?
Maybe a little bit more concistancy but I digress...",80
(New EP out now!),Stupid Fun Album.,80
biglasagnayeet,"EDIT: Yeah, now it's a little too weird for me. Some of the sounds just sound super annoying and distracting for me now. 
""1000 gecs"" is definitely unlike anything I've ever heard before. Dylan Brady and Laura Les, the duo behind 100 gecs, really take experimental to a whole new level with this LP. The constant, glitchy sounds are constantly in-your-face, which works on most songs, but for the song here and there it's really distracting. This album doesn't really feel too concerned about lyrics; it seems mostly focused on putting out this new sound. Fortunately, it does that just fine, so I don't really care about that whole affair. This album is definitely not for everyone, it's really bombastic style can be quite off-putting for some. But for me, it worked quite effectively, making for a very intriguing half-hour.
Best Tracks: 745 sticky, stupid horse, xXXi_wud_nvrstøp_ÜXXxWorst Tracks: I Need Help Immediately, ringtone, gecgecgec 
Rating: C",63
christiannixon,"This is creative, catchy, and fun. Very enjoyable listen.",85
ditetrareviews,"some of the oddest music in existence, and is overall quite an inconsistent project, but that doesn't change the fact that it seems legitimately very original and i like it quite a bit, and the mixture of comedy and bits of music that are legitimately listenable makes for quite a ride745 sticky- 8.75/10money machine- 9/10800db cloud- 3/10I Need Help Immediately- 7.75/10stupid horse- 6/10xXXi_wud_nvrstøp_ÜXXx- 5.25/10ringtone- 4.25/10gecgecgec- 9.25/10hand crushed by a mallet- 9.5/10gec 2 Ü- 8.25/10Average Score: 7.1/10Given Score: 7.7/10edit: it grew on me a decent amount, everything but 800db cloud deserves at least a 6.75/10 in my mind745 sticky- 8.75/10money machine- 9/10800db cloud- 3.5/10I Need Help Immediately- 7.75/10stupid horse- 7.5/10xXXi_wud_nvrstøp_ÜXXx- 6.75/10ringtone- 7.25/10gecgecgec- 9.25/10hand crushed by a mallet- 9.5/10gec 2 Ü- 8.25/10Average Score: 7.8/10Given Score: 8.2/10",82
Clexat100,"1000 gecs
1 - 745 sticky: 8/102 - money machine: 7.5/103 - 800db cloud: 7/104 - I Need Help Immediately: 6/105 - stupid horse: 7.5/106 - xXXi_wud_nvrstøp_ÜXXx: 7/107 - ringtone: 8/108 - gecgecgec: 7/109 - hand crushed by a mallet: 7.5/1010 - gec 2 Ü: 8/10
Nota: 7,3",74
Ayemdee,"What the fuck did I just listen to.
And why haven't I listened to it 200 times already.",100
MJRVI,This shit weird,80
VPotrich,"Pra mim, é sempre muito complicado dizer se um álbum tão experimental quanto 1000 gecs é bom. No fim, dois são os termômetros para se medir isso: primeiramente, as maneiras que isso pode influenciar o som do mainstream, segundamente, se a experiência ao ouvir esse álbum foi de fato agradável. 1000 gecs trás um bubblegum bass que já vem dominando o cenário indie e, inegavelmente, logo mais chegará ao mainstream. Além disto, este álbum é divertido de ser ouvido. Canções como 745 sticky, Stupid Horse e Ringtone são cativantes e chicletes.",70
thirtyfour,This album gave me a fat headache.,82
EarlSweatpants,"This is a lot of fun, fun fun fun yummy yummy tasty music.",75
pantherettte,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,80
Indiota,Fav Tracks: 745 stricky; gecgecgec;,82
Hypetype,Music for people who hate listening to music,75
NickVegas,i dont know what this is but i want to rob myself,75
【﻿﻿Slush Puppy】,This album is like crack to me.,94
Ansh225,"It's 100 gecs what other score was I supposed to give? This is probably the most any Album has grown on me.I've been following Dylan's music for the past 3-4 years now. He's produced and sung some incredible songs in the past. On my first listen of 1000 gecs I was surprised and didn't know what to think honestly. This is not the type music Dylan put out in his past and I didn't expect it. I liked a handful of songs as they were fun and had some meme elements to it. Weeks after the release, one of the songs played on shuffle, I think 8000db and it sounded completely different to me as I didn't remember it was 100 gecs and listened to it without any expectations. It just grew on me since then. I keep coming back to it every few days, it's my most listened to Album on Spotify right now. And I'm glad I got introduced to Laura les thru 100 gecs. I wanna give this a score above 100 honestly. GEC GEC GEC GEC GEC GEC GEC GEC GEC GEC 
Fav tracks- All of them.
EDIT- I NEVER MENTIONED HOW MUCH I LOVE THE COVER ART AND THE DUMB MUSIC VIDEOS! 10/10",88
awepi,"this is 100 gecs if 100 gecs was good
Best track: I Need Help ImmediatelyWorst track: gecgecgec",65
j_cale23_,"For some reason I am getting HEAVY I Set My Friends on Fire vibes from this. They were an experimental band back in the day of Smosh and Myspace and they were confusing as fuck too, but also catchy.There’s elements of techno, trap, bubblegum pop, dubstep, pop punk and even screamo on this thing. It’s wild. Some of the instrumentals are extremely jarring and the vocals can be unbearable but this wasn’t bad. Stupid Horse is VERY catchy.I’m glad it wasn’t overly long though, I don’t think I could’ve taken this if it was 20 tracks.
Best: Stupid Horse, Ringtone, Hand Crushed By a Mallet, Gec 2 ÜWorst: Money Machine",65
harry_main01,how the fuck did this happenedit - just gets better every timeedit 2 - yeah I just really fucking love this too much,93
marzio,"Came for the meme, stayed cause I couldn't get up after",70
Every1sAWinner,Good job,100
GhostPP,No Kap,99
CyXato,"woah
Best Tracks: 745 sticky. money machine, I Need Help Immediately, stupid horse, xXXi_wud_nvrstøp_ÜXXx, ringtone, hand crushed by a mallet, gec 2 Ü
Least Favorite Track: gecgecgec",80
WillSkywalker,Sounds cheap that’s it.,65
Greatr,"Silly, wild and fun. I mean... just try and listen to stupid horse without smiling.",70
Amiiiiii,gecgecgecgecgecgecgecgecgecgecgecgecgecgec,100
SirLordIan,"Fav tracks: 745 sticky, money machine, 800db cloud, stupid horse, xXXi_wud_nvrstøp_ÜXXx, ringtone, hand crushed by a mallet, gec 2 Ü
THIS SHIT IS SO GOOD",80
spektayter,farmer kids from the midwest discovered nightcore,90
juhseh,"edit: i keep coming back to this
i dont know what is happening but i like italso these songs are so fucking catchy",93
VibinSnoopy,"100 Gecs, while at their core may not be the most impressive or artistically fulfilling group to release an album in 2019, are so undeniably fun that it is hard not to enjoy this project. Super catchy hooks, and could not help but smile as I waited to see what stylistic left turn I would be surprised with next.",80
BanditVEVO,"I have no idea how to explain why, but I fucking LOVE this album. Could be because of the dubstep elements, which is what I grew up with and am nostalgic for. Whatever it is, this is one incredible album and hopefully will be the future for mainstream pop.",87
swataverse,Some songs have potential but they quickly get ruined by haha quirky moments,50
